X,temp
12/09/2019 9:10,24.03
12/09/2019 9:15,23.86
12/09/2019 9:20,24.03
12/09/2019 9:25,24.53
12/09/2019 9:30,24.8
12/09/2019 9:35,24.96
12/09/2019 9:40,25.3
12/09/2019 9:45,25.83
12/09/2019 9:50,25.57
12/09/2019 9:55,26
12/09/2019 10:00,26.2
12/09/2019 10:05,26.23
12/09/2019 10:10,26.43
12/09/2019 10:15,26.53
12/09/2019 10:20,26.83
12/09/2019 10:25,27.03
12/09/2019 10:30,27.07
12/09/2019 10:35,27.43
12/09/2019 10:40,27.53
12/09/2019 10:45,27.66
12/09/2019 10:50,28.17
12/09/2019 10:55,28.66
12/09/2019 11:00,29.1
12/09/2019 11:05,29.23
12/09/2019 11:10,29.17
12/09/2019 11:15,29.63
12/09/2019 11:25,29.83
12/09/2019 11:30,29.9
12/09/2019 11:35,30.1
12/09/2019 11:40,30.1
12/09/2019 11:50,29.93
12/09/2019 11:55,30.33
12/09/2019 12:00,30.2
12/09/2019 12:05,30.5
12/09/2019 12:10,30.4
12/09/2019 12:15,30.7
12/09/2019 12:20,30.1
12/09/2019 12:25,29.8
12/09/2019 12:30,30.26
12/09/2019 12:35,30.3
12/09/2019 12:40,29.83
12/09/2019 12:45,30.56
12/09/2019 12:50,30.77
12/09/2019 13:00,31.4
12/09/2019 13:05,31.16
12/09/2019 13:10,31
12/09/2019 13:15,31.56
12/09/2019 13:20,31.73
12/09/2019 13:25,31.77
12/09/2019 13:30,31.26
12/09/2019 13:35,32.03
12/09/2019 13:40,31.7
12/09/2019 13:45,31.87
12/09/2019 13:50,31.96
12/09/2019 13:55,32.07
12/09/2019 14:00,32.2
12/09/2019 14:05,32.06
12/09/2019 14:10,32
12/09/2019 14:15,32
12/09/2019 14:20,31.97
12/09/2019 14:25,32.3
12/09/2019 14:30,32.3
12/09/2019 14:35,32.16
12/09/2019 14:40,32.27
12/09/2019 14:50,31.8
12/09/2019 14:55,31.87
12/09/2019 15:00,31.56
12/09/2019 15:05,31.53
12/09/2019 15:10,31.3
12/09/2019 15:15,31.23
12/09/2019 15:20,31.3
12/09/2019 15:25,31.1
12/09/2019 15:30,31.2
12/09/2019 15:35,30.9
12/09/2019 15:40,30.87
12/09/2019 15:50,30.8
12/09/2019 15:55,30.8
12/09/2019 16:05,30.66
12/09/2019 16:10,30.57
12/09/2019 16:20,30.43
12/09/2019 16:25,30.33
12/09/2019 16:30,30.3
12/09/2019 16:35,30.23
12/09/2019 16:40,30.13
12/09/2019 16:45,30.03
12/09/2019 16:50,30.03
12/09/2019 16:55,30
12/09/2019 17:00,29.96
12/09/2019 17:05,29.9
12/09/2019 17:10,29.86
12/09/2019 17:15,29.8
12/09/2019 17:20,29.73
12/09/2019 17:25,29.63
12/09/2019 17:30,29.63
12/09/2019 17:35,29.57
12/09/2019 17:40,29.53
12/09/2019 17:45,29.5
12/09/2019 17:50,29.46
12/09/2019 17:55,29.37
12/09/2019 18:00,29.36
12/09/2019 18:05,29.33
12/09/2019 18:10,29.33
12/09/2019 18:15,29.26
12/09/2019 18:20,29.23
12/09/2019 18:25,29.1
12/09/2019 18:30,28.93
12/09/2019 18:35,28.93
12/09/2019 18:40,28.8
12/09/2019 18:45,28.7
12/09/2019 18:50,28.8
12/09/2019 18:55,28.86
12/09/2019 19:00,28.83
12/09/2019 19:05,28.73
12/09/2019 19:10,28.7
12/09/2019 19:15,28.57
12/09/2019 19:20,28.53
12/09/2019 19:25,28.53
12/09/2019 19:30,28.46
12/09/2019 19:35,28.13
12/09/2019 19:40,28.23
12/09/2019 19:45,28.56
12/09/2019 19:50,28.67
12/09/2019 19:55,28.93
12/09/2019 20:00,28.83
12/09/2019 20:05,28.67
12/09/2019 20:10,28.5
12/09/2019 20:15,28.53
12/09/2019 20:20,28.46
12/09/2019 20:25,28.43
12/09/2019 20:30,28.46
12/09/2019 20:35,28.43
12/09/2019 20:40,28.37
12/09/2019 20:45,28.23
12/09/2019 20:50,28.03
12/09/2019 20:55,27.73
12/09/2019 21:00,27.56
12/09/2019 21:05,27.5
12/09/2019 21:10,27.53
12/09/2019 21:15,27.37
12/09/2019 21:20,27.17
12/09/2019 21:25,27.13
12/09/2019 21:30,27.1
12/09/2019 21:35,27.13
12/09/2019 21:40,27.2
12/09/2019 21:45,27.27
12/09/2019 21:50,27.16
12/09/2019 21:55,27.36
12/09/2019 22:00,27.4
12/09/2019 22:05,27.46
12/09/2019 22:10,27.23
12/09/2019 22:15,27.03
12/09/2019 22:20,27.03
12/09/2019 22:25,26.97
12/09/2019 22:30,26.87
12/09/2019 22:35,26.73
12/09/2019 22:40,26.46
12/09/2019 22:45,26.7
12/09/2019 22:50,26.4
12/09/2019 22:55,26.6
12/09/2019 23:00,26.53
12/09/2019 23:05,26.6
12/09/2019 23:10,26.53
12/09/2019 23:15,26.47
12/09/2019 23:20,26.2
12/09/2019 23:25,26
12/09/2019 23:30,26
12/09/2019 23:35,25.87
12/09/2019 23:40,25.86
12/09/2019 23:45,26.03
12/09/2019 23:50,26.23
12/09/2019 23:55,25.97
